index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,Publisher ,units sold
326,1978.0,The Westing Game,Ellen Raskin,eng,Excellent,4.03,117108,genre fiction,997.5,598.5,3.99,350,"Amazon Digital Services,  Inc.",250
327,2014.0,Red Rising,Pierce Brown,eng,Excellent,4.26,104939,genre fiction,246.51,147.906,0.99,351,"Amazon Digital Services,  Inc.",249
328,2008.0,The Way of Shadows,Brent Weeks,en-US,Excellent,4.15,109236,genre fiction,744.51,446.706,2.99,351,Random House LLC,249
329,1988.0,The Bean Trees,Barbara Kingsolver,eng,Intermediate,3.94,105032,children,1635.93,981.558,6.57,352,"Amazon Digital Services,  Inc.",249
330,2013.0,Walking Disaster,Jamie McGuire,eng,Excellent,4.23,134022,genre fiction,3221.52,0.0,12.99,353,"Amazon Digital Services,  Inc.",248
331,2014.0,Words of Radiance,Brandon Sanderson,eng,Famous,4.77,73572,genre fiction,741.52,444.912,2.99,354,HarperCollins Publishers,248
332,1988.0,Guess How Much I Love You,"Sam McBratney, Anita Jeram",en-US,Excellent,4.36,104690,genre fiction,738.53,0.0,2.99,355,"Amazon Digital Services,  Inc.",247
333,2001.0,The Fiery Cross,Diana Gabaldon,eng,Excellent,4.26,103552,genre fiction,1141.14,684.684,4.62,356,Penguin Group (USA) LLC,247
334,1978.0,Night Shift,"Stephen King, John D. MacDonald",en-GB,Intermediate,3.96,104248,genre fiction,244.53,146.718,0.99,356,"Amazon Digital Services,  Inc.",247
335,1974.0,Jaws,Peter Benchley,eng,Intermediate,3.96,102574,genre fiction,1227.54,736.524,4.99,357,Simon and Schuster Digital Sales Inc,246
336,2005.0,The History of Love,Nicole Krauss,eng,Intermediate,3.91,98379,genre fiction,977.55,0.0,3.99,359,"Amazon Digital Services,  Inc.",245
337,1945.0,Pippi LÃ¥ngstrump,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",eng,Excellent,4.11,123065,genre fiction,977.55,586.53,3.99,360,"Amazon Digital Services,  Inc.",245
338,2006.0,L'Ã©lÃ©gance du hÃ©risson,"Muriel Barbery, Alison Anderson",eng,Intermediate,3.73,101669,genre fiction,1698.57,1019.142,6.99,363,Hachette Book Group,243
339,2005.0,Team of Rivals: The Political Genius of Abraham Lincoln,"Doris Kearns Goodwin, Suzanne Toren",eng,Excellent,4.3,102923,genre fiction,726.57,435.942,2.99,364,"Amazon Digital Services,  Inc.",243
340,2010.0,Dead in the Family,Charlaine Harris,en-US,Intermediate,3.88,127379,genre fiction,1494.45,896.67,6.15,364,"Amazon Digital Services,  Inc.",243
341,1947.0,La peste,"Albert Camus, Stuart Gilbert",en-US,Intermediate,3.97,95803,genre fiction,965.58,0.0,3.99,366,"Amazon Digital Services,  Inc.",242
342,1999.0,The Reptile Room,"Lemony Snicket, Brett Helquist",eng,Intermediate,3.95,130213,genre fiction,1202.59,721.554,4.99,367,Simon and Schuster Digital Sales Inc,241
343,2012.0,Brain on Fire,Susannah Cahalan,eng,Intermediate,4.0,92849,genre fiction,2566.65,1539.99,10.65,368,Hachette Book Group,241
344,2007.0,Wicked Lovely ,Melissa Marr,en-US,Intermediate,3.69,131034,genre fiction,1197.6,718.56,4.99,370,Simon and Schuster Digital Sales Inc,240
345,1941.0,Curious George,H.A. Rey,en-CA,Excellent,4.13,105473,genre fiction,236.61,141.966,0.99,371,"Amazon Digital Services,  Inc.",239
346,1979.0,Die unendliche Geschichte,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",eng,Excellent,4.17,109110,genre fiction,953.61,0.0,3.99,372,"Amazon Digital Services,  Inc.",239
347,1998.0,A Beautiful Mind,Sylvia Nasar,en-GB,Excellent,4.12,98276,genre fiction,1544.62,926.772,6.49,373,Random House LLC,238
348,1906.0,The Jungle,"Upton Sinclair, Earl Lee, Kathleen DeGrave",eng,Intermediate,3.72,97468,genre fiction,1419.63,851.778,5.99,375,Random House LLC,237
349,2008.0,The Summoning,Kelley Armstrong,en-US,Excellent,4.03,132285,genre fiction,471.63,0.0,1.99,376,"Amazon Digital Services,  Inc.",237
350,1985.0,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,en-US,Excellent,4.04,102419,nonfiction,1182.63,709.578,4.99,376,Random House LLC,237
351,1978.0,Storm Island,Ken Follett,en-US,Excellent,4.16,93475,fiction,708.63,0.0,2.99,376,"Amazon Digital Services,  Inc.",237
352,2000.0,The Blind Assassin,Margaret Atwood,eng,Intermediate,3.95,98464,nonfiction,1885.64,1131.384,7.99,378,HarperCollins Christian Publishing,236
353,2014.0,Hollow City,Ransom Riggs,eng,Excellent,4.07,73149,genre fiction,1642.65,985.59,6.99,380,Penguin Group (USA) LLC,235
354,1999.0,House of Sand and Fog,Andre Dubus III,eng,Intermediate,3.83,55381,genre fiction,933.66,560.196,3.99,381,"Amazon Digital Services,  Inc.",234
355,2014.0,The Girl with All the Gifts,M.R. Carey,eng,Intermediate,3.93,99729,genre fiction,463.67,278.202,1.99,383,Simon and Schuster Digital Sales Inc,233
356,1930.0,As I Lay Dying,William Faulkner,eng,Intermediate,3.72,103547,nonfiction,461.68,277.008,1.99,385,HarperCollins Publishers,6264
357,1955.0,Harold and the Purple Crayon,Crockett Johnson,eng,Excellent,4.24,107221,genre fiction,925.68,0.0,3.99,385,"Amazon Digital Services,  Inc.",6264
358,2006.0,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,eng,Excellent,4.35,137558,nonfiction,2460.15,1476.09,10.65,387,Random House LLC,6237
359,1953.0,,Isaac Asimov,eng,Excellent,4.23,96865,nonfiction,690.69,414.414,2.99,388,HarperCollins Publishers,6237
360,2001.0,Fool Moon ,Jim Butcher,eng,Excellent,4.04,111371,genre fiction,687.7,412.62,2.99,389,Macmillan,6210
361,2011.0,David and Goliath,Malcolm Gladwell,eng,Intermediate,3.9,90083,nonfiction,2509.3,1505.58,10.91,389,Random House LLC,6210
362,2002.0,é‹¼ã®éŒ¬é‡‘è¡“å¸« 1,"Hiromu Arakawa, Akira Watanabe",eng,Famous,4.49,93990,genre fiction,226.71,0.0,0.99,391,"Amazon Digital Services,  Inc.",6183
363,1989.0,Guards! Guards!,Terry Pratchett,eng,Excellent,4.32,108652,genre fiction,1142.71,0.0,4.99,392,"Amazon Digital Services,  Inc.",6183
364,2005.0,The Year of Magical Thinking,Joan Didion,eng,Intermediate,3.86,94590,genre fiction,909.72,0.0,3.99,393,"Amazon Digital Services,  Inc.",6156
365,2003.0,We Need to Talk About Kevin,Lionel Shriver,eng,Excellent,4.07,101343,genre fiction,5902.92,3541.752,25.89,393,HarperCollins Publishers,6156
366,1973.0,Rendezvous with Rama,Arthur C. Clarke,eng,Excellent,4.06,93151,genre fiction,1468.69,881.214,6.47,395,"Amazon Digital Services,  Inc.",6129
367,1988.0,The Queen of the Damned,Anne Rice,eng,Intermediate,3.86,110693,genre fiction,223.74,134.244,0.99,397,"Amazon Digital Services,  Inc.",6102
368,1920.0,The Age of Innocence,"Edith Wharton, Maureen Howard",eng,Intermediate,3.93,102646,genre fiction,1188.76,713.256,5.26,398,"Amazon Digital Services,  Inc.",6102
369,1976.0,The Selfish Gene,Richard Dawkins,eng,Excellent,4.11,96564,genre fiction,897.75,538.65,3.99,400,"Amazon Digital Services,  Inc.",6075
370,2001.0,Year of Wonders: A Novel of the Plague,Geraldine Brooks,eng,Intermediate,4.0,104283,genre fiction,221.76,0.0,0.99,401,"Amazon Digital Services,  Inc.",6048
371,1992.0,The Black Echo,Michael Connelly,eng,Excellent,4.08,98591,nonfiction,1274.56,764.736,5.69,401,"Amazon Digital Services,  Inc.",6048
372,1938.0,Anthem,Ayn Rand,eng,Intermediate,3.62,95620,genre fiction,1112.77,0.0,4.99,403,"Amazon Digital Services,  Inc.",6021
373,2011.0,Gabriel's Inferno,Sylvain Reynard,eng,Excellent,4.02,119633,genre fiction,1781.77,1069.062,7.99,404,Penguin Group (USA) LLC,6021
374,1978.0,Cloudy with a Chance of Meatballs,"Judi Barrett, Ron Barrett",eng,Excellent,4.15,104677,genre fiction,1662.78,997.668,7.49,406,Penguin Group (USA) LLC,5994
375,2010.0,Major Pettigrew's Last Stand,Helen Simonson,eng,Intermediate,3.87,97745,genre fiction,660.79,396.474,2.99,408,Simon and Schuster Digital Sales Inc,5967
376,2009.0,Vision in White,Nora Roberts,eng,Excellent,4.1,103933,genre fiction,437.8,262.68,1.99,409,Random House LLC,5940
377,2006.0,The Tenth Circle,Jodi Picoult,eng,Novice,3.48,99170,genre fiction,3955.6,2373.36,17.98,409,"Amazon Digital Services,  Inc.",5940
378,2011.0,The Throne of Fire,Rick Riordan,eng,Excellent,4.2,116360,nonfiction,2067.36,1240.416,9.44,411,"Amazon Digital Services,  Inc.",5913
379,2005.0,Old Man's War,John Scalzi,eng,Excellent,4.23,97653,genre fiction,1311.81,787.086,5.99,412,Macmillan,5913
380,1992.0,Gerald's Game,Stephen King,eng,Famous,3.47,100158,fiction,433.82,260.292,1.99,413,"Amazon Digital Services,  Inc.",5886
381,1996.0,Two for the Dough,Janet Evanovich,eng,Excellent,4.11,116171,nonfiction,2177.82,1306.692,9.99,414,"Amazon Digital Services,  Inc.",5886
382,1931.0,The Joy of Cooking,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",,Excellent,4.14,102348,fiction,1864.03,1118.418,8.59,415,Hachette Book Group,5859
383,1974.0,The Forever War,Joe Haldeman,eng,Excellent,4.15,87636,genre fiction,214.83,128.898,0.99,416,"Amazon Digital Services,  Inc.",5859
384,1994.0,Insomnia,"Stephen King, Bettina Blanch Tyroller",spa,Intermediate,3.79,100972,genre fiction,2311.05,1386.63,10.65,416,Random House LLC,5859
385,2003.0,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,eng,Intermediate,3.57,94696,genre fiction,1072.85,0.0,4.99,419,"Amazon Digital Services,  Inc.",5805
386,2006.0,The Blade Itself,Joe Abercrombie,eng,Excellent,4.14,97501,genre fiction,1717.85,1030.71,7.99,419,Random House LLC,5805
387,2002.0,The Arctic Incident,Eoin Colfer,eng,Intermediate,3.94,108031,nonfiction,642.85,385.71,2.99,420,"Amazon Digital Services,  Inc.",5805
388,1993.0,The Shipping News,Annie Proulx,eng,Intermediate,3.83,103151,genre fiction,1281.86,0.0,5.99,421,"Amazon Digital Services,  Inc.",5778
389,2011.0,äººç”ŸãŒã¨ãã‚ãç‰‡ã¥ã‘ã®é­”æ³•,"Marie KondÅ, Cathy Hirano",eng,Intermediate,3.77,105063,genre fiction,849.87,509.922,3.99,423,"Amazon Digital Services,  Inc.",5751
390,2015.0,All the Bright Places,"Jennifer Niven, ÙØ±Ø§Ù†Ú© Ù…Ø¹Ù†ÙˆÛŒ",eng,Excellent,4.19,132087,genre fiction,423.87,254.322,1.99,423,HarperCollins Publishers,5751
391,1997.0,DÃ©jÃ  Dead,Kathy Reichs,eng,Intermediate,3.86,100369,genre fiction,1062.87,637.722,4.99,424,Hachette Book Group,5751
392,2007.0,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,Michael Scott,eng,Intermediate,3.84,58396,genre fiction,1693.88,1016.328,7.99,425,Penguin Group (USA) LLC,5724
393,2011.0,The Marriage Plot,Jeffrey Eugenides,eng,Novice,3.42,90551,genre fiction,1080.32,648.192,5.12,427,Random House LLC,5697
394,1998.0,Hija de la fortuna,"Isabel Allende, Margaret Sayers Peden",eng,Intermediate,3.89,89770,genre fiction,630.89,0.0,2.99,428,"Amazon Digital Services,  Inc.",5697
395,2015.0,Luckiest Girl Alive,Jessica Knoll,eng,Novice,3.48,82504,genre fiction,2007.6,1204.56,9.56,430,Simon and Schuster Digital Sales Inc,5670
396,2004.0,"Crank (Crank, #1)",Ellen Hopkins,eng,Excellent,4.16,104168,genre fiction,833.91,0.0,3.99,431,"Amazon Digital Services,  Inc.",5643
397,2012.0,The Raven Boys,Maggie Stiefvater,eng,Excellent,4.05,121727,nonfiction,206.91,124.146,0.99,432,"Amazon Digital Services,  Inc.",5643
398,1954.0,I Am Legend and Other Stories,Richard Matheson,eng,Intermediate,3.99,98795,genre fiction,621.92,0.0,2.99,433,"Amazon Digital Services,  Inc.",5616
399,2008.0,Olive Kitteridge,Elizabeth Strout,eng,Intermediate,3.78,85019,genre fiction,205.92,0.0,0.99,433,"Amazon Digital Services,  Inc.",5616
400,2014.0,Not that Kind of Girl,"Lena Dunham, Joana Avillez",eng,Novice,3.33,88251,nonfiction,1245.92,747.552,5.99,434,Random House LLC,5616
401,2001.0,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,eng,Excellent,4.04,85277,genre fiction,1032.93,0.0,4.99,436,"Amazon Digital Services,  Inc.",5589
402,2009.0,Fire,Kristin Cashore,en-US,Excellent,4.12,98180,genre fiction,2457.95,1474.77,11.99,439,Penguin Group (USA) LLC,5535
403,1952.0,En attendant Godot,Samuel Beckett,eng,Intermediate,3.81,98950,genre fiction,1621.97,973.182,7.99,444,Penguin Group (USA) LLC,5481
404,1906.0,White Fang,Jack London,eng,Intermediate,3.94,100223,genre fiction,1703.17,1021.902,8.39,444,Random House LLC,5481
405,2003.0,Wolves of the Calla,"Stephen King, Bernie Wrightson",eng,Excellent,4.17,98182,genre fiction,603.98,0.0,2.99,445,"Amazon Digital Services,  Inc.",5454
406,2000.0,His Dark Materials,Philip Pullman,eng,Excellent,4.25,88227,genre fiction,603.98,0.0,2.99,445,"Amazon Digital Services,  Inc.",5454
407,2012.0,The Edge of Never,J.A. Redmerski,en-US,Excellent,4.26,117508,genre fiction,600.99,360.594,2.99,447,Simon and Schuster Digital Sales Inc,5427
408,2013.0,Reconstructing Amelia,Kimberly McCreight,eng,Intermediate,3.82,86965,nonfiction,198.99,119.394,0.99,447,"Amazon Digital Services,  Inc.",5427
409,2014.0,The One Plus One,Jojo Moyes,eng,Intermediate,3.94,87412,genre fiction,399.99,239.994,1.99,448,Hachette Book Group,5427
410,1998.0,The Hours,Michael Cunningham,en-US,Intermediate,3.91,97462,genre fiction,500.0,300.0,2.5,449,HarperCollins Publishers,5400
411,2012.0,Wallbanger,Alice Clayton,eng,Excellent,4.1,134805,nonfiction,1898.0,0.0,9.49,450,"Amazon Digital Services,  Inc.",5400
412,1997.0,Holidays on Ice,David Sedaris,eng,Intermediate,3.95,82591,genre fiction,595.01,0.0,2.99,452,"Amazon Digital Services,  Inc.",5373
413,1996.0,Desperation,Stephen King,eng,Intermediate,3.8,94821,genre fiction,196.02,117.612,0.99,453,"Amazon Digital Services,  Inc.",5346
414,2011.0,Passion,Lauren Kate,eng,Intermediate,3.89,119735,genre fiction,790.02,0.0,3.99,454,"Amazon Digital Services,  Inc.",5346
415,2012.0,The Kill Order,James Dashner,eng,Intermediate,3.69,96568,genre fiction,1059.86,635.916,5.38,455,Random House LLC,5319
416,2011.0,Angelfall,Susan Ee,en-US,Excellent,4.19,73886,genre fiction,194.04,0.0,0.99,457,"Amazon Digital Services,  Inc.",5292
417,2001.0,Empire Falls,Richard Russo,eng,Intermediate,3.91,90811,genre fiction,586.04,0.0,2.99,458,"Amazon Digital Services,  Inc.",5292
418,1993.0,The Fires of Heaven,Robert Jordan,en-US,Excellent,4.13,93227,children,1480.05,888.03,7.59,459,Random House LLC,5265
419,2014.0,I'll Give You the Sun,Jandy Nelson,eng,Excellent,4.14,140937,genre fiction,583.05,349.83,2.99,460,Simon and Schuster Digital Sales Inc,5265
420,1999.0,Survivor,Chuck Palahniuk,en-US,Intermediate,3.93,49551,genre fiction,192.06,115.236,0.99,462,HarperCollins Publishers,5238
421,2007.0,Shopaholic and Baby,Sophie Kinsella,eng,Intermediate,3.77,98130,genre fiction,191.07,0.0,0.99,463,"Amazon Digital Services,  Inc.",5211
422,2004.0,The Dark Tower,Stephen King,en-US,Excellent,4.27,93296,genre fiction,770.07,0.0,3.99,463,"Amazon Digital Services,  Inc.",5211
423,2009.0,Twilight Director's Notebook,Catherine Hardwicke,en-US,Excellent,4.2,88847,genre fiction,1726.08,1035.648,8.99,465,HarperCollins Publishers,5184
424,2001.0,Shopaholic Abroad,Sophie Kinsella,en-US,Intermediate,3.75,93498,genre fiction,1468.79,881.274,7.69,468,Penguin Group (USA) LLC,5157
425,1984.0,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character",Richard Feynman,en-US,Excellent,4.29,91625,genre fiction,948.1,0.0,4.99,470,"Amazon Digital Services,  Inc.",5130
426,2010.0,Linger,Maggie Stiefvater,en-US,Intermediate,3.91,125363,genre fiction,376.11,0.0,1.99,471,"Amazon Digital Services,  Inc.",5103
427,1908.0,The Complete Anne of Green Gables Boxed Set,L.M. Montgomery,,Famous,4.42,92142,genre fiction,1510.11,906.066,7.99,472,Random House LLC,5103
428,1916.0,A Portrait of the Artist as a Young Man,"James Joyce, Seamus Deane",eng,Intermediate,3.6,92569,fiction,565.11,339.066,2.99,472,Random House LLC,5103
429,2009.0,The Gathering Storm,"Robert Jordan, Brandon Sanderson",eng,Excellent,4.34,94095,genre fiction,750.12,0.0,3.99,473,"Amazon Digital Services,  Inc.",5076
430,1871.0,Middlemarch,"George Eliot, Michel Faber",eng,Intermediate,3.93,95995,nonfiction,186.12,0.0,0.99,474,"Amazon Digital Services,  Inc.",5076
431,2012.0,Point of Retreat,Colleen Hoover,eng,Excellent,4.3,109344,genre fiction,185.13,0.0,0.99,475,"Amazon Digital Services,  Inc.",5049
432,1997.0,The Partner,John Grisham,,Intermediate,3.89,86870,genre fiction,746.13,0.0,3.99,476,"Amazon Digital Services,  Inc.",5049
433,1973.0,The Hobbit and The Lord of the Rings,J.R.R. Tolkien,eng,Famous,4.59,90907,genre fiction,184.14,110.484,0.99,477,"Amazon Digital Services,  Inc.",5022
434,2009.0,Thoughtless,S.C. Stephens,eng,Excellent,4.12,90483,genre fiction,1114.14,668.484,5.99,478,Penguin Group (USA) LLC,5022
435,1986.0,Presumed Innocent,Scott Turow,,Excellent,4.1,91774,genre fiction,553.15,331.89,2.99,479,"Amazon Digital Services,  Inc.",4995
436,1989.0,The Dark Half,Stephen King,eng,Intermediate,3.74,94624,genre fiction,550.16,330.096,2.99,482,Macmillan,4968
437,2006.0,Cleopatra: A Life,Stacy Schiff,eng,Intermediate,3.62,73994,genre fiction,181.17,0.0,0.99,483,"Amazon Digital Services,  Inc.",4941
438,2005.0,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,en-US,Intermediate,3.66,78271,genre fiction,544.18,326.508,2.99,485,Hachette Book Group,4914
439,2013.0,Steelheart,Brandon Sanderson,eng,Excellent,4.16,76261,genre fiction,1243.06,745.836,6.83,486,Penguin Group (USA) LLC,4914
440,1995.0,,"Marcus Pfister, J. Alison James",en-US,Excellent,4.15,95421,genre fiction,903.19,0.0,4.99,488,"Amazon Digital Services,  Inc.",4887
441,1864.0,Voyage au centre de la Terre,Jules Verne,eng,Intermediate,3.84,89410,nonfiction,1726.2,1035.72,9.59,489,Macmillan,4860
442,2009.0,The Happiness Project,Gretchen Rubin,eng,Intermediate,3.57,94456,genre fiction,177.21,106.326,0.99,491,"Amazon Digital Services,  Inc.",4833
443,1962.0,The Man in the High Castle,Philip K. Dick,eng,Intermediate,3.66,84180,genre fiction,2280.46,1368.276,12.74,492,Hachette Book Group,4833
444,1974.0,Helter Skelter: The True Story of The Manson Murders,"Vincent Bugliosi, Curt Gentry",en-GB,Intermediate,4.0,92158,genre fiction,176.22,0.0,0.99,493,"Amazon Digital Services,  Inc.",4806
445,,,"Robert Kapilow, Dr. Seuss",,Famous,4.44,90574,nonfiction,532.22,319.332,2.99,493,Hachette Book Group,4806
446,1320.0,Inferno,"Dante Alighieri, Anthony M. Esolen",,Intermediate,3.99,87511,fiction,354.22,212.532,1.99,493,Hachette Book Group,4806
447,2012.0,Shadow of Night,Deborah Harkness,eng,Excellent,4.04,97925,genre fiction,1242.44,745.464,6.98,494,"Amazon Digital Services,  Inc.",4806
448,2014.0,Leaving Time,Jodi Picoult,eng,Intermediate,3.94,76553,fiction,175.23,105.138,0.99,495,"Amazon Digital Services,  Inc.",4779
449,2006.0,Moon Called,Patricia Briggs,eng,Excellent,4.18,129150,genre fiction,350.24,0.0,1.99,497,"Amazon Digital Services,  Inc.",4752
450,2006.0,Blue Bloods,Melissa de la Cruz,en-US,Intermediate,3.68,116687,genre fiction,702.24,421.344,3.99,497,"Amazon Digital Services,  Inc.",4752
451,1994.0,The Alienist,Caleb Carr,eng,Excellent,4.05,96981,genre fiction,1230.24,738.144,6.99,498,HarperCollins Publishers,4752
452,2015.0,Between the World and Me,Ta-Nehisi Coates,eng,Famous,4.4,74218,genre fiction,523.25,0.0,2.99,499,"Amazon Digital Services,  Inc.",4725
453,1667.0,Paradise Lost,"John Milton, John      Leonard",eng,Intermediate,3.8,96316,genre fiction,868.26,0.0,4.99,502,"Amazon Digital Services,  Inc.",4698
454,2009.0,The Big Short: Inside the Doomsday Machine,Michael   Lewis,en-US,Excellent,4.26,37090,fiction,1216.26,729.756,6.99,502,Simon and Schuster Digital Sales Inc,4698
455,1999.0,The Girl Who Loved Tom Gordon,Stephen King,,Intermediate,3.56,95768,nonfiction,1346.76,808.056,7.74,503,"Amazon Digital Services,  Inc.",4698
456,2011.0, A Monster Calls ,"Patrick Ness, Jim Kay, Siobhan Dowd",eng,Excellent,4.36,104579,genre fiction,1842.45,1105.47,10.65,505,Random House LLC,4671
457,2010.0,Towers of Midnight,"Robert Jordan, Brandon Sanderson",en-US,Famous,4.42,91383,fiction,344.27,206.562,1.99,505,"Amazon Digital Services,  Inc.",4671
458,1971.0,The Day of the Jackal,Frederick Forsyth,eng,Excellent,4.25,85883,genre fiction,171.27,0.0,0.99,508,"Amazon Digital Services,  Inc.",4671
459,2010.0,Rework,"Jason Fried, David Heinemeier Hansson",eng,Intermediate,3.93,88626,genre fiction,517.27,310.362,2.99,509,Simon and Schuster Digital Sales Inc,4671
460,2011.0,Attachments,Rainbow Rowell,eng,Intermediate,3.95,105414,genre fiction,170.28,102.168,0.99,511,"Amazon Digital Services,  Inc.",4644
461,2005.0,The Twilight Saga,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",,Intermediate,3.88,89204,genre fiction,1632.28,979.368,9.49,513,Penguin Group (USA) LLC,4644
462,2012.0,Tell the Wolves I'm Home,Carol Rifka Brunt,eng,Excellent,4.04,85582,genre fiction,340.29,0.0,1.99,514,"Amazon Digital Services,  Inc.",4617
463,1972.0,All Creatures Great And Small,James Herriot,eng,Excellent,4.31,64779,genre fiction,1024.29,0.0,5.99,514,"Amazon Digital Services,  Inc.",4617
464,2011.0,The Unbecoming of Mara Dyer,Michelle Hodkin,eng,Excellent,4.09,83847,fiction,1879.29,1127.574,10.99,516,Macmillan,4617
465,1997.0,Three to Get Deadly,Janet Evanovich,en-US,Excellent,4.14,113400,genre fiction,1109.79,665.874,6.49,517,Hachette Book Group,4617
466,1905.0,The Scarlet Pimpernel,Emmuska Orczy,eng,Excellent,4.06,93217,fiction,648.09,388.854,3.79,517,Hachette Book Group,4617
467,1971.0,The Monster at the End of This Book,"Jon Stone, Michael J. Smollin",eng,Famous,4.45,102184,genre fiction,340.29,0.0,1.99,518,"Amazon Digital Services,  Inc.",4617
468,1972.0,Tales of a Fourth Grade Nothing,Judy Blume,eng,Excellent,4.09,106435,genre fiction,508.3,304.98,2.99,519,Penguin Group (USA) LLC,4590
469,2012.0,Shadow and Bone,Leigh Bardugo,eng,Excellent,4.05,135225,fiction,678.3,0.0,3.99,519,"Amazon Digital Services,  Inc.",4590
470,2009.0,Het diner,"Herman Koch, Sam Garrett",eng,Novice,3.22,74979,genre fiction,848.3,0.0,4.99,520,"Amazon Digital Services,  Inc.",4590
471,2013.0,Champion,Marie Lu,eng,Excellent,4.37,114623,nonfiction,1688.31,1012.986,9.99,523,Simon and Schuster Digital Sales Inc,4563
472,1985.0,Contact,Carl Sagan,eng,Excellent,4.11,90917,genre fiction,1350.31,810.186,7.99,524,Random House LLC,4563
473,2011.0,Lola and the Boy Next Door,Stephanie Perkins,en-US,Intermediate,4.0,108370,genre fiction,674.31,404.586,3.99,524,"Amazon Digital Services,  Inc.",4563
474,1999.0,White Teeth,Zadie Smith,en-US,Intermediate,3.75,82474,fiction,167.31,100.386,0.99,524,"Amazon Digital Services,  Inc.",4563
475,2012.0,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Chris Kyle, Scott McEwen, Jim DeFelice",eng,Intermediate,3.97,61422,genre fiction,2153.06,1291.836,12.74,525,Macmillan,4563
476,2004.0,My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,en-GB,Intermediate,3.79,83607,nonfiction,1294.54,776.724,7.66,526,Simon and Schuster Digital Sales Inc,4563
477,2011.0,The Power of Six,Pittacus Lore,eng,Excellent,4.17,97938,fiction,1843.79,1106.274,10.91,526,Macmillan,4563
478,2013.0,The Interestings,Meg Wolitzer,eng,Intermediate,3.54,76566,genre fiction,1342.32,805.392,7.99,528,HarperCollins Publishers,4536
479,1988.0,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,en-US,Famous,4.65,93001,genre fiction,166.32,0.0,0.99,530,"Amazon Digital Services,  Inc.",4536
480,2008.0,People of the Book,Geraldine Brooks,eng,Intermediate,4.0,95796,genre fiction,1291.92,775.152,7.69,531,Penguin Group (USA) LLC,4536
481,2012.0,The Secret Keeper,Kate Morton,,Excellent,4.13,89460,genre fiction,332.33,199.398,1.99,532,HarperCollins Publishers,4509
482,1953.0,Better Homes & Gardens New Cook Book,Better Homes and Gardens,,Excellent,4.14,93640,nonfiction,165.33,0.0,0.99,534,"Amazon Digital Services,  Inc.",4509
483,1984.0,"So Long, and Thanks for All the Fish",Douglas Adams,eng,Excellent,4.08,93774,genre fiction,1985.63,1191.378,11.89,535,HarperCollins Publishers,4509
484,1927.0,Der Steppenwolf: ErzÃ¤hlung,"Hermann Hesse, Basil Creighton",eng,Excellent,4.11,80769,fiction,833.33,499.998,4.99,535,"Amazon Digital Services,  Inc.",4509
485,2001.0,The Surgeon,Tess Gerritsen,en-GB,Excellent,4.1,89468,nonfiction,1835.33,1101.198,10.99,536,Random House LLC,4509
486,2012.0,The Girl You Left Behind,Jojo Moyes,eng,Intermediate,3.95,80991,genre fiction,1152.04,691.224,6.94,537,Random House LLC,4482
487,1996.0,Royal Assassin,Robin Hobb,eng,Excellent,4.21,82608,fiction,164.34,0.0,0.99,538,"Amazon Digital Services,  Inc.",4482
488,1953.0,Childhood's End,Arthur C. Clarke,en-US,Excellent,4.09,87141,genre fiction,1226.74,0.0,7.39,539,"Amazon Digital Services,  Inc.",4482
489,2004.0, The Tale of Despereaux,"Kate DiCamillo, Timothy Basil Ering",en-US,Intermediate,4.0,113066,genre fiction,1153.35,692.01,6.99,541,Penguin Group (USA) LLC,4455
490,2007.0,"Animal, Vegetable, Miracle: A Year of Food Life","Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",en-US,Excellent,4.03,83881,genre fiction,823.35,494.01,4.99,542,"Amazon Digital Services,  Inc.",4455
491,2014.0,Heir of Fire,Sarah J. Maas,eng,Famous,4.53,123843,genre fiction,163.35,98.01,0.99,543,Hachette Book Group,4455
492,1994.0,,Robert Jordan,eng,Excellent,4.1,91046,fiction,823.35,494.01,4.99,544,Hachette Book Group,4455
493,2009.0,The Sweetness at the Bottom of the Pie,Alan Bradley,eng,Intermediate,3.81,99841,genre fiction,1757.25,1054.35,10.65,545,Penguin Group (USA) LLC,4455
494,2003.0,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,en-US,Intermediate,3.92,82090,genre fiction,162.36,0.0,0.99,546,"Amazon Digital Services,  Inc.",4428
